# (pymysql.err.IntegrityError) (1452, 'Cannot add or update a child row: a foreign key constraint fails (`findabug`.`annotations_kegg_r207`, CONSTRAINT `annotations_kegg_r207_ibfk_2` FOREIGN KEY (`gene_id`) REFERENCES `proteins_r207` (`gene_id`))')
# [SQL: INSERT INTO annotations_kegg_r207 (version, gene_id, genome_id, ko, threshold, score, e_value) VALUES (%(version)s, %(gene_id)s, %(genome_id)s, %(ko)s, %(threshold)s, %(score)s, %(e_value)s)]
# [parameters: [{'version': 207, 'gene_id': 'NZ_CP045806.1_14', 'genome_id': 'GCF_009914535.1', 'ko': 'K03803', 'threshold': 50.43, 'score': 1.1, 'e_value': 69.0}, {'version': 207, 'gene_id': 'NZ_CP045806.1_14', 'genome_id': 'GCF_009914535.1', 'ko': 'K14480', 'threshold': 54.13, 'score': 0.4, 'e_value': 72.0}, {'version': 207, 'gene_id': 'NZ_CP045806.1_36', 'genome_id': 'GCF_009914535.1', 'ko': 'K01992', 'threshold': 18.2, 'score': -0.1, 'e_value': 140.0}, {'version': 207, 'gene_id': 'NZ_CP045806.1_42', 'genome_id': 'GCF_009914535.1', 'ko': 'K14744', 'threshold': 37.13, 'score': 0.3, 'e_value': 100.0}, {'version': 207, 'gene_id': 'NZ_CP045806.1_87', 'genome_id': 'GCF_009914535.1', 'ko': 'K07052', 'threshold': 32.0, 'score': 1.1, 'e_value': 46.0}, {'version': 207, 'gene_id': 'NZ_CP045806.1_160', 'genome_id': 'GCF_009914535.1', 'ko': 'K14307', 'threshold': 85.53, 'score': -0.0, 'e_value': 100.0}, {'version': 207, 'gene_id': 'NZ_CP045806.1_162', 'genome_id': 'GCF_009914535.1', 'ko': 'K11095', 'threshold': 54.43, 'score': 0.1, 'e_value': 140.0}, {'version': 207, 'gene_id': 'NZ_CP045806.1_163', 'genome_id': 'GCF_009914535.1', 'ko': 'K13344', 'threshold': 68.67, 'score': -0.3, 'e_value': 130.0}  ... displaying 10 of 11180 total bound parameter sets ...  {'version': 207, 'gene_id': 'NZ_CP039740.1_4295', 'genome_id': 'GCF_005153485.1', 'ko': 'K01992', 'threshold': 18.2, 'score': 0.9, 'e_value': 63.0}, {'version': 207, 'gene_id': 'NZ_CP039740.1_4295', 'genome_id': 'GCF_005153485.1', 'ko': 'K07794', 'threshold': 45.6, 'score': 0.3, 'e_value': 100.0}]]
# (Background on this error at: https://sqlalche.me/e/20/gkpj)
gene_id,ko,threshold,score,e_value,genome_id,version
NZ_SMSJ01000026.1_49,K19058,37.53,2.8,42.0,GCF_004355005.1,207
NZ_SMSJ01000027.1_4,K05337,39.2,-2.5,2400.0,GCF_004355005.1,207
NZ_SMSJ01000027.1_37,K12185,42.0,-1.5,510.0,GCF_004355005.1,207
NZ_SMSJ01000028.1_4,K17421,49.33,2.1,60.0,GCF_004355005.1,207
NZ_SMSJ01000028.1_11,K02575,152.5,-0.9,170.0,GCF_004355005.1,207
NZ_SMSJ01000028.1_34,K10385,40.33,1.4,63.0,GCF_004355005.1,207
NZ_SMSJ01000029.1_1,K22758,81.3,0.4,210.0,GCF_004355005.1,207
NZ_SMSJ01000029.1_16,K06384,37.03,2.1,55.0,GCF_004355005.1,207
NZ_SMSJ01000029.1_16,K09940,38.5,1.7,72.0,GCF_004355005.1,207
NZ_SMSJ01000029.1_16,K11741,101.97,0.9,170.0,GCF_004355005.1,207
NZ_SMSJ01000029.1_16,K03297,99.6,0.4,230.0,GCF_004355005.1,207
NZ_SMSJ01000029.1_16,K08992,32.83,0.4,340.0,GCF_004355005.1,207
NZ_SMSJ01000029.1_16,K03799,137.53,0.2,140.0,GCF_004355005.1,207
NZ_SMSJ01000029.1_16,K08591,66.23,0.0,150.0,GCF_004355005.1,207
NZ_SMSJ01000029.1_16,K07238,119.7,-0.2,160.0,GCF_004355005.1,207
NZ_SMSJ01000029.1_19,K03803,50.43,1.9,63.0,GCF_004355005.1,207
NZ_SMSJ01000029.1_41,K01992,18.2,0.8,120.0,GCF_004355005.1,207
NZ_SMSJ01000029.1_43,K11622,86.13,0.8,97.0,GCF_004355005.1,207
NZ_SMSJ01000029.1_48,K02572,122.17,-0.1,230.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_22,K19058,37.53,2.9,39.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_22,K02418,23.43,-1.3,760.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_46,K09932,53.83,1.5,60.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_46,K06518,37.77,0.6,160.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_50,K14473,42.33,1.4,95.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_50,K02413,33.9,-0.4,450.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_61,K05846,177.87,-1.1,330.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_62,K01992,18.2,3.3,21.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_62,K19310,135.87,0.0,240.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_85,K19058,37.53,1.6,100.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_96,K15581,351.63,-2.1,690.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_96,K02033,271.03,-3.4,1700.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_100,K06996,55.87,0.5,200.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_107,K16919,66.7,0.9,93.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_126,K18481,44.23,2.4,46.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_176,K01992,18.2,2.2,46.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_177,K07401,40.7,2.9,50.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_177,K17272,87.07,1.1,96.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_183,K25802,78.8,0.1,100.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_191,K02067,81.47,1.0,84.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_206,K11086,78.6,0.1,200.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_249,K01992,18.2,-0.1,230.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_267,K06077,40.83,2.8,45.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_267,K00981,48.67,0.0,180.0,GCF_004355005.1,207
NZ_SMSJ01000002.1_276,K14100,42.2,0.1,410.0,GCF_004355005.1,207
NZ_SMSJ01000030.1_27,K19058,37.53,1.6,99.0,GCF_004355005.1,207
NZ_SMSJ01000030.1_27,K18353,112.67,0.2,140.0,GCF_004355005.1,207
NZ_SMSJ01000031.1_3,K00788,168.93,-0.5,200.0,GCF_004355005.1,207
NZ_SMSJ01000031.1_4,K18481,44.23,1.6,80.0,GCF_004355005.1,207
NZ_SMSJ01000031.1_4,K06203,59.27,1.4,63.0,GCF_004355005.1,207
NZ_SMSJ01000031.1_43,K08185,648.3,-3.2,850.0,GCF_004355005.1,207
NZ_SMSJ01000031.1_43,K03535,514.13,-5.4,3200.0,GCF_004355005.1,207
NZ_SMSJ01000032.1_11,K09940,38.5,2.1,55.0,GCF_004355005.1,207
NZ_SMSJ01000032.1_22,K01992,18.2,0.2,180.0,GCF_004355005.1,207
NZ_SMSJ01000032.1_23,K01992,18.2,0.6,140.0,GCF_004355005.1,207
NZ_SMSJ01000032.1_56,K19059,58.8,2.4,81.0,GCF_004355005.1,207
NZ_SMSJ01000032.1_56,K09940,38.5,2.3,48.0,GCF_004355005.1,207
NZ_SMSJ01000032.1_56,K02116,20.27,1.1,130.0,GCF_004355005.1,207
NZ_SMSJ01000032.1_56,K03558,40.3,1.1,97.0,GCF_004355005.1,207
NZ_SMSJ01000033.1_1,K22759,190.53,0.5,290.0,GCF_004355005.1,207
NZ_SMSJ01000342.1_1,K07164,76.43,0.6,110.0,GCF_004355005.1,207
NZ_SMSJ01000342.1_1,K01185,38.07,0.2,140.0,GCF_004355005.1,207
NZ_SMSJ01000342.1_1,K09855,128.07,0.1,130.0,GCF_004355005.1,207
NZ_SMSJ01000344.1_1,K07184,75.53,-0.4,270.0,GCF_004355005.1,207
NZ_SMSJ01000034.1_31,K14473,42.33,0.3,200.0,GCF_004355005.1,207
NZ_SMSJ01000034.1_51,K02943,76.9,1.0,130.0,GCF_004355005.1,207
NZ_SMSJ01000035.1_1,K11086,78.6,0.9,110.0,GCF_004355005.1,207
NZ_SMSJ01000035.1_15,K03425,101.77,1.5,120.0,GCF_004355005.1,207
NZ_SMSJ01000035.1_19,K18481,44.23,1.7,75.0,GCF_004355005.1,207
NZ_SMSJ01000035.1_19,K06077,40.83,1.5,110.0,GCF_004355005.1,207
NZ_SMSJ01000035.1_19,K07344,86.73,-0.1,170.0,GCF_004355005.1,207
NZ_SMSJ01000035.1_20,K02462,50.07,-0.6,540.0,GCF_004355005.1,207
NZ_SMSJ01000360.1_1,K06872,44.0,1.6,52.0,GCF_004355005.1,207
NZ_SMSJ01000365.1_1,K17405,58.83,0.3,170.0,GCF_004355005.1,207
NZ_SMSJ01000365.1_1,K09537,107.83,0.1,150.0,GCF_004355005.1,207
NZ_SMSJ01000365.1_1,K07058,45.17,-0.1,150.0,GCF_004355005.1,207
NZ_SMSJ01000036.1_13,K02134,125.4,0.2,130.0,GCF_004355005.1,207
NZ_SMSJ01000036.1_31,K09481,30.83,0.9,170.0,GCF_004355005.1,207
NZ_SMSJ01000037.1_26,K07090,39.27,1.4,56.0,GCF_004355005.1,207
NZ_SMSJ01000038.1_22,K01992,18.2,1.3,83.0,GCF_004355005.1,207
NZ_SMSJ01000039.1_8,K02451,58.87,0.2,300.0,GCF_004355005.1,207
NZ_SMSJ01000039.1_23,K07240,46.53,1.4,68.0,GCF_004355005.1,207
NZ_SMSJ01000039.1_23,K11622,86.13,1.0,88.0,GCF_004355005.1,207
NZ_SMSJ01000039.1_24,K19059,58.8,0.6,300.0,GCF_004355005.1,207
NZ_SMSJ01000039.1_26,K15685,70.87,0.9,110.0,GCF_004355005.1,207
NZ_SMSJ01000039.1_26,K25079,138.57,0.5,180.0,GCF_004355005.1,207
NZ_SMSJ01000039.1_26,K11095,54.43,0.2,220.0,GCF_004355005.1,207
NZ_SMSJ01000039.1_26,K23308,61.77,0.1,150.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_25,K02109,44.33,1.8,64.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_36,K05567,122.9,0.7,140.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_46,K01992,18.2,3.3,20.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_46,K07027,70.53,0.0,110.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_51,K01992,18.2,3.0,26.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_60,K18678,94.43,-2.6,1000.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_64,K09892,30.8,2.5,91.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_64,K14405,66.4,1.4,75.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_86,K03088,60.33,1.0,100.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_96,K03803,50.43,1.4,87.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_100,K12962,91.07,1.0,180.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_119,K09793,48.13,0.7,110.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_122,K01992,18.2,3.2,22.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_122,K22508,115.77,1.1,190.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_122,K02029,219.63,-0.9,230.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_166,K08086,58.63,0.9,100.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_177,K02451,58.87,2.2,78.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_177,K02380,47.53,1.7,77.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_184,K06078,33.9,3.4,54.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_187,K19046,38.63,2.0,75.0,GCF_004355005.1,207
NZ_SMSJ01000003.1_240,K23168,41.13,1.5,70.0,GCF_004355005.1,207
NZ_SMSJ01000040.1_31,K00077,68.5,1.0,73.0,GCF_004355005.1,207
NZ_SMSJ01000040.1_51,K21449,14.13,0.3,57.0,GCF_004355005.1,207
NZ_SMSJ01000041.1_18,K16079,90.4,-0.2,280.0,GCF_004355005.1,207
NZ_SMSJ01000041.1_29,K05472,62.2,1.4,68.0,GCF_004355005.1,207
NZ_SMSJ01000041.1_52,K01992,18.2,1.1,95.0,GCF_004355005.1,207
NZ_SMSJ01000042.1_28,K21687,152.93,0.9,160.0,GCF_004355005.1,207
NZ_SMSJ01000042.1_28,K11095,54.43,0.6,170.0,GCF_004355005.1,207
NZ_SMSJ01000042.1_45,K08970,42.87,-0.6,210.0,GCF_004355005.1,207
NZ_SMSJ01000043.1_26,K03101,27.73,2.6,30.0,GCF_004355005.1,207
NZ_SMSJ01000043.1_36,K14340,111.67,-0.0,130.0,GCF_004355005.1,207
NZ_SMSJ01000043.1_41,K07112,27.93,0.9,110.0,GCF_004355005.1,207
NZ_SMSJ01000043.1_49,K14473,42.33,2.1,58.0,GCF_004355005.1,207
NZ_SMSJ01000043.1_49,K04056,44.7,-0.0,310.0,GCF_004355005.1,207
NZ_SMSJ01000044.1_39,K01992,18.2,-0.3,260.0,GCF_004355005.1,207
NZ_SMSJ01000045.1_31,K11890,53.83,1.5,92.0,GCF_004355005.1,207
NZ_SMSJ01000046.1_3,K13841,157.07,0.1,270.0,GCF_004355005.1,207
NZ_SMSJ01000046.1_26,K01992,18.2,0.6,140.0,GCF_004355005.1,207
NZ_SMSJ01000046.1_31,K19058,37.53,1.3,130.0,GCF_004355005.1,207
NZ_SMSJ01000046.1_31,K20531,91.63,1.1,93.0,GCF_004355005.1,207
NZ_SMSJ01000046.1_31,K03297,99.6,0.9,150.0,GCF_004355005.1,207
NZ_SMSJ01000046.1_31,K11741,101.97,0.6,210.0,GCF_004355005.1,207
NZ_SMSJ01000047.1_20,K07803,77.93,1.7,98.0,GCF_004355005.1,207
NZ_SMSJ01000004.1_19,K10565,77.63,0.3,230.0,GCF_004355005.1,207
NZ_SMSJ01000004.1_92,K14398,132.43,0.3,140.0,GCF_004355005.1,207
NZ_SMSJ01000004.1_93,K02942,79.5,0.8,160.0,GCF_004355005.1,207
NZ_SMSJ01000004.1_171,K07344,86.73,0.9,87.0,GCF_004355005.1,207
NZ_SMSJ01000004.1_176,K10639,56.13,0.7,140.0,GCF_004355005.1,207
NZ_SMSJ01000004.1_176,K16475,130.47,-5.0,2100.0,GCF_004355005.1,207
NZ_SMSJ01000004.1_176,K05467,620.53,-8.5,7600.0,GCF_004355005.1,207
NZ_SMSJ01000004.1_178,K02380,47.53,0.3,200.0,GCF_004355005.1,207
NZ_SMSJ01000004.1_180,K02116,20.27,-1.3,680.0,GCF_004355005.1,207
NZ_SMSJ01000004.1_189,K08992,32.83,-1.2,1000.0,GCF_004355005.1,207
NZ_SMSJ01000004.1_227,K11001,54.57,1.1,190.0,GCF_004355005.1,207
NZ_SMSJ01000004.1_266,K12511,136.43,-2.2,710.0,GCF_004355005.1,207
NZ_SMSJ01000004.1_269,K14763,68.13,0.2,120.0,GCF_004355005.1,207
NZ_SMSJ01000004.1_269,K15685,70.87,0.0,200.0,GCF_004355005.1,207
NZ_SMSJ01000050.1_12,K01992,18.2,-0.1,220.0,GCF_004355005.1,207
NZ_SMSJ01000050.1_19,K19123,68.13,1.3,77.0,GCF_004355005.1,207
NZ_SMSJ01000051.1_2,K08738,51.03,0.7,110.0,GCF_004355005.1,207
NZ_SMSJ01000051.1_9,K06919,26.17,-3.3,920.0,GCF_004355005.1,207
NZ_SMSJ01000052.1_8,K02034,122.5,-0.4,170.0,GCF_004355005.1,207
NZ_SMSJ01000052.1_30,K05571,107.8,0.4,190.0,GCF_004355005.1,207
NZ_SMSJ01000052.1_30,K03222,202.5,-2.8,1100.0,GCF_004355005.1,207
NZ_SMSJ01000055.1_15,K03188,71.63,1.1,93.0,GCF_004355005.1,207
NZ_SMSJ01000055.1_21,K07090,39.27,-1.5,430.0,GCF_004355005.1,207
NZ_SMSJ01000056.1_24,K01992,18.2,2.4,39.0,GCF_004355005.1,207
NZ_SMSJ01000056.1_27,K01992,18.2,1.4,78.0,GCF_004355005.1,207
NZ_SMSJ01000058.1_13,K21449,14.13,1.5,24.0,GCF_004355005.1,207
NZ_SMSJ01000058.1_13,K01995,308.93,-3.7,1500.0,GCF_004355005.1,207
NZ_SMSJ01000059.1_1,K03832,32.13,2.8,38.0,GCF_004355005.1,207
NZ_SMSJ01000005.1_3,K01607,17.9,1.9,74.0,GCF_004355005.1,207
NZ_SMSJ01000005.1_31,K02054,289.23,-2.0,450.0,GCF_004355005.1,207
NZ_SMSJ01000005.1_37,K07344,86.73,0.6,110.0,GCF_004355005.1,207
NZ_SMSJ01000005.1_39,K01992,18.2,-0.2,240.0,GCF_004355005.1,207
NZ_SMSJ01000005.1_57,K01992,18.2,3.3,21.0,GCF_004355005.1,207
NZ_SMSJ01000005.1_60,K19046,38.63,2.8,44.0,GCF_004355005.1,207
NZ_SMSJ01000005.1_125,K04062,43.5,-3.5,4100.0,GCF_004355005.1,207
NZ_SMSJ01000005.1_147,K02463,33.7,3.5,36.0,GCF_004355005.1,207
NZ_SMSJ01000005.1_160,K05770,25.03,2.3,39.0,GCF_004355005.1,207
NZ_SMSJ01000060.1_4,K23612,99.63,0.5,120.0,GCF_004355005.1,207
NZ_SMSJ01000061.1_13,K07052,32.0,0.7,100.0,GCF_004355005.1,207
NZ_SMSJ01000063.1_18,K02451,58.87,1.4,130.0,GCF_004355005.1,207
NZ_SMSJ01000063.1_18,K14398,132.43,-0.1,180.0,GCF_004355005.1,207
NZ_SMSJ01000063.1_18,K12872,102.3,-0.2,150.0,GCF_004355005.1,207
NZ_SMSJ01000064.1_18,K01992,18.2,-0.1,230.0,GCF_004355005.1,207
NZ_SMSJ01000066.1_21,K14100,42.2,0.6,270.0,GCF_004355005.1,207
NZ_SMSJ01000068.1_23,K11619,58.93,0.9,190.0,GCF_004355005.1,207
NZ_SMSJ01000006.1_20,K14946,112.73,-0.2,200.0,GCF_004355005.1,207
NZ_SMSJ01000006.1_45,K01992,18.2,1.6,68.0,GCF_004355005.1,207
NZ_SMSJ01000006.1_45,K07052,32.0,0.1,160.0,GCF_004355005.1,207
NZ_SMSJ01000006.1_49,K14398,132.43,0.1,150.0,GCF_004355005.1,207
NZ_SMSJ01000006.1_96,K12068,40.07,3.0,61.0,GCF_004355005.1,207
NZ_SMSJ01000006.1_96,K11619,58.93,0.1,340.0,GCF_004355005.1,207
NZ_SMSJ01000006.1_114,K02696,34.53,1.7,150.0,GCF_004355005.1,207
NZ_SMSJ01000006.1_148,K03832,32.13,2.5,47.0,GCF_004355005.1,207
NZ_SMSJ01000006.1_153,K06006,46.23,0.7,220.0,GCF_004355005.1,207
NZ_SMSJ01000006.1_167,K23535,295.6,-2.2,340.0,GCF_004355005.1,207
NZ_SMSJ01000006.1_168,K07112,27.93,1.1,94.0,GCF_004355005.1,207
NZ_SMSJ01000006.1_181,K20363,129.8,0.3,140.0,GCF_004355005.1,207
NZ_SMSJ01000006.1_193,K08189,509.6,-6.1,7400.0,GCF_004355005.1,207
NZ_SMSJ01000006.1_232,K01992,18.2,1.5,73.0,GCF_004355005.1,207
NZ_SMSJ01000006.1_233,K02116,20.27,3.0,33.0,GCF_004355005.1,207
NZ_SMSJ01000006.1_234,K03744,28.53,0.7,130.0,GCF_004355005.1,207
NZ_SMSJ01000006.1_235,K02991,53.27,1.5,61.0,GCF_004355005.1,207
NZ_SMSJ01000006.1_235,K02107,39.2,0.2,330.0,GCF_004355005.1,207
NZ_SMSJ01000006.1_235,K01867,142.77,-0.1,150.0,GCF_004355005.1,207
NZ_SMSJ01000071.1_5,K07344,86.73,0.6,110.0,GCF_004355005.1,207
NZ_SMSJ01000071.1_11,K09932,53.83,0.5,120.0,GCF_004355005.1,207
NZ_SMSJ01000071.1_16,K02413,33.9,2.7,50.0,GCF_004355005.1,207
NZ_SMSJ01000073.1_15,K07052,32.0,1.7,49.0,GCF_004355005.1,207
NZ_SMSJ01000073.1_15,K01992,18.2,0.6,130.0,GCF_004355005.1,207
NZ_SMSJ01000073.1_21,K08992,32.83,2.0,110.0,GCF_004355005.1,207
NZ_SMSJ01000076.1_3,K02902,20.2,2.1,78.0,GCF_004355005.1,207
NZ_SMSJ01000076.1_3,K02411,72.87,1.3,130.0,GCF_004355005.1,207
NZ_SMSJ01000076.1_3,K08334,46.3,1.2,57.0,GCF_004355005.1,207
NZ_SMSJ01000076.1_3,K14796,91.27,0.5,94.0,GCF_004355005.1,207
NZ_SMSJ01000078.1_4,K02042,117.33,0.0,120.0,GCF_004355005.1,207
NZ_SMSJ01000007.1_19,K02413,33.9,2.0,82.0,GCF_004355005.1,207
NZ_SMSJ01000007.1_21,K07089,67.7,0.8,71.0,GCF_004355005.1,207
NZ_SMSJ01000007.1_21,K02004,47.77,0.2,77.0,GCF_004355005.1,207
NZ_SMSJ01000007.1_21,K01992,18.2,-0.3,260.0,GCF_004355005.1,207
NZ_SMSJ01000007.1_38,K02067,81.47,-1.9,660.0,GCF_004355005.1,207
NZ_SMSJ01000007.1_61,K05594,43.07,2.6,77.0,GCF_004355005.1,207
NZ_SMSJ01000007.1_65,K14398,132.43,0.2,140.0,GCF_004355005.1,207
NZ_SMSJ01000007.1_76,K01992,18.2,0.3,170.0,GCF_004355005.1,207
NZ_SMSJ01000007.1_90,K07216,41.1,-5.6,7600.0,GCF_004355005.1,207
NZ_SMSJ01000007.1_101,K05770,25.03,0.7,120.0,GCF_004355005.1,207
NZ_SMSJ01000007.1_102,K01992,18.2,1.4,77.0,GCF_004355005.1,207
NZ_SMSJ01000007.1_143,K18481,44.23,2.5,45.0,GCF_004355005.1,207
NZ_SMSJ01000081.1_6,K16919,66.7,1.0,90.0,GCF_004355005.1,207
NZ_SMSJ01000082.1_18,K01992,18.2,0.7,130.0,GCF_004355005.1,207
NZ_SMSJ01000082.1_19,K06384,37.03,1.1,110.0,GCF_004355005.1,207
NZ_SMSJ01000084.1_9,K07240,46.53,0.2,160.0,GCF_004355005.1,207
NZ_SMSJ01000086.1_4,K01992,18.2,2.7,32.0,GCF_004355005.1,207
NZ_SMSJ01000087.1_11,K06267,105.9,-1.6,230.0,GCF_004355005.1,207
NZ_SMSJ01000087.1_15,K03118,52.13,0.9,72.0,GCF_004355005.1,207
NZ_SMSJ01000087.1_15,K21471,149.77,0.2,200.0,GCF_004355005.1,207
NZ_SMSJ01000087.1_15,K07243,33.83,0.2,110.0,GCF_004355005.1,207
NZ_SMSJ01000087.1_15,K12510,88.13,0.1,150.0,GCF_004355005.1,207
NZ_SMSJ01000087.1_15,K08334,46.3,-0.3,170.0,GCF_004355005.1,207
NZ_SMSJ01000087.1_17,K09892,30.8,0.7,340.0,GCF_004355005.1,207
NZ_SMSJ01000087.1_17,K14432,81.4,0.5,160.0,GCF_004355005.1,207
NZ_SMSJ01000008.1_22,K21449,14.13,0.3,57.0,GCF_004355005.1,207
NZ_SMSJ01000008.1_52,K09939,66.53,-3.7,2500.0,GCF_004355005.1,207
NZ_SMSJ01000008.1_65,K04798,52.2,1.3,100.0,GCF_004355005.1,207
NZ_SMSJ01000008.1_65,K21744,122.2,0.6,150.0,GCF_004355005.1,207
NZ_SMSJ01000008.1_65,K11558,126.77,0.2,140.0,GCF_004355005.1,207
NZ_SMSJ01000008.1_65,K25631,105.67,0.2,120.0,GCF_004355005.1,207
NZ_SMSJ01000008.1_65,K11341,141.47,-1.4,580.0,GCF_004355005.1,207
NZ_SMSJ01000008.1_65,K20286,122.1,-2.9,650.0,GCF_004355005.1,207
NZ_SMSJ01000008.1_67,K14323,87.77,0.4,110.0,GCF_004355005.1,207
NZ_SMSJ01000008.1_105,K03075,26.37,-0.6,480.0,GCF_004355005.1,207
NZ_SMSJ01000008.1_129,K01992,18.2,1.4,80.0,GCF_004355005.1,207
NZ_SMSJ01000090.1_7,K03746,25.03,3.0,39.0,GCF_004355005.1,207
NZ_SMSJ01000091.1_10,K13342,110.57,-1.0,220.0,GCF_004355005.1,207
NZ_SMSJ01000091.1_14,K01992,18.2,2.1,50.0,GCF_004355005.1,207
NZ_SMSJ01000094.1_2,K21449,14.13,1.0,35.0,GCF_004355005.1,207
NZ_SMSJ01000095.1_26,K02107,39.2,-2.8,2600.0,GCF_004355005.1,207
NZ_SMSJ01000096.1_1,K01975,66.6,0.4,150.0,GCF_004355005.1,207
NZ_SMSJ01000097.1_11,K05770,25.03,2.7,28.0,GCF_004355005.1,207
NZ_SMSJ01000098.1_19,K01992,18.2,0.3,170.0,GCF_004355005.1,207
NZ_SMSJ01000099.1_12,K19687,29.3,2.5,81.0,GCF_004355005.1,207
NZ_SMSJ01000009.1_34,K06504,152.03,-0.9,340.0,GCF_004355005.1,207
NZ_SMSJ01000009.1_41,K03597,57.47,1.0,190.0,GCF_004355005.1,207
NZ_SMSJ01000009.1_80,K01992,18.2,1.1,95.0,GCF_004355005.1,207
NZ_SMSJ01000009.1_88,K01992,18.2,2.3,43.0,GCF_004355005.1,207
